UID,iso2,iso3,code3,Province_State,Country_Region,Lat,Long,Combined_Key,Population
49821,MD,MDA,498,Floresti,Moldova,47.8933,28.3014,"Floresti, Moldova",155646
49822,MD,MDA,498,Glodeni,Moldova,47.7667,27.5167,"Glodeni, Moldova",119762
49823,MD,MDA,498,Grigoriopol,Moldova,47.1536,29.2964,"Grigoriopol, Moldova",9381
49824,MD,MDA,498,Hincesti,Moldova,46.8167,28.5833,"Hincesti, Moldova",97704
49825,MD,MDA,498,Ialoveni,Moldova,46.9439,28.7772,"Ialoveni, Moldova",51056
49826,MD,MDA,498,Leova,Moldova,46.4806,28.2644,"Leova, Moldova",64924
49827,MD,MDA,498,Nisporeni,Moldova,47.0833,28.1833,"Nisporeni, Moldova",56510
49828,MD,MDA,498,Ocnita,Moldova,48.4061,27.4859,"Ocnita, Moldova",116271
49829,MD,MDA,498,Orhei,Moldova,47.3735,28.822,"Orhei, Moldova",48105
49830,MD,MDA,498,Rezina,Moldova,47.7333,28.95,"Rezina, Moldova",69454
49831,MD,MDA,498,Ribnita,Moldova,47.7667,29,"Ribnita, Moldova",47949
49832,MD,MDA,498,Riscani,Moldova,47.9679,27.5565,"Riscani, Moldova",87153
49833,MD,MDA,498,Singerei,Moldova,47.6333,28.15,"Singerei, Moldova",42227
49834,MD,MDA,498,Slobozia,Moldova,46.7333,29.7,"Slobozia, Moldova",14618
49835,MD,MDA,498,Soldanesti,Moldova,47.8167,28.8,"Soldanesti, Moldova",94986
49836,MD,MDA,498,Soroca,Moldova,48.1618,28.3011,"Soroca, Moldova",70594
49837,MD,MDA,498,Stefan Voda,Moldova,46.5153,29.5297,"Stefan Voda, Moldova",88900
49838,MD,MDA,498,Straseni,Moldova,47.1333,28.6167,"Straseni, Moldova",43154
49839,MD,MDA,498,Taraclia,Moldova,45.9,28.6667,"Taraclia, Moldova",70126
49840,MD,MDA,498,Telenesti,Moldova,47.5032,28.3535,"Telenesti, Moldova",383806
49841,MD,MDA,498,Tiraspol,Moldova,46.85,29.6333,"Tiraspol, Moldova",133807
49842,MD,MDA,498,Transnistria,Moldova,47.2153,29.463,"Transnistria, Moldova",110545
49843,MD,MDA,498,Ungheni,Moldova,47.2077,27.8073,"Ungheni, Moldova",30804
49844,MD,MDA,498,Vulcanesti,Moldova,45.6833,28.4042,"Vulcanesti, Moldova",12185
52801,NL,NLD,528,Drenthe,Netherlands,52.862485,6.618435,"Drenthe, Netherlands",493682
52802,NL,NLD,528,Flevoland,Netherlands,52.550383,5.515162,"Flevoland, Netherlands",423021
52803,NL,NLD,528,Friesland,Netherlands,53.087337,5.7925,"Friesland, Netherlands",649957
52804,NL,NLD,528,Gelderland,Netherlands,52.061738,5.939114,"Gelderland, Netherlands",2085952
52805,NL,NLD,528,Groningen,Netherlands,53.217922,6.741514,"Groningen, Netherlands",585866
52806,NL,NLD,528,Limburg,Netherlands,51.209227,5.93387,"Limburg, Netherlands",1117201
52807,NL,NLD,528,Noord-Brabant,Netherlands,51.561174,5.184942,"Noord-Brabant, Netherlands",2562955
52808,NL,NLD,528,Noord-Holland,Netherlands,52.600906,4.918688,"Noord-Holland, Netherlands",2879527
52809,NL,NLD,528,Overijssel,Netherlands,52.444558,6.441722,"Overijssel, Netherlands",1162406
52810,NL,NLD,528,Utrecht,Netherlands,52.084251,5.163824,"Utrecht, Netherlands",1354834
52811,NL,NLD,528,Zeeland,Netherlands,51.47936,3.861559,"Zeeland, Netherlands",383488
52812,NL,NLD,528,Zuid-Holland,Netherlands,51.937835,4.462114,"Zuid-Holland, Netherlands",3708696
533,AW,ABW,533,Aruba,Netherlands,12.5211,-69.9683,"Aruba, Netherlands",106766
531,CW,CUW,531,Curacao,Netherlands,12.1696,-68.99,"Curacao, Netherlands",164100
534,SX,SXM,534,Sint Maarten,Netherlands,18.0425,-63.0548,"Sint Maarten, Netherlands",42882
535,BQ,BES,535,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,"Bonaire, Sint Eustatius and Saba, Netherlands",26221
184,CK,COK,184,Cook Islands,New Zealand,-21.2367,-159.7777,"Cook Islands, New Zealand",17459
570,NU,NIU,570,Niue,New Zealand,-19.0544,-169.8672,"Niue, New Zealand",1650
56601,NG,NGA,566,Abia,Nigeria,5.4527,7.5248,"Abia, Nigeria",3727347
56602,NG,NGA,566,Adamawa,Nigeria,9.3265,12.3984,"Adamawa, Nigeria",4248436
56603,NG,NGA,566,Akwa Ibom,Nigeria,4.9057,7.8537,"Akwa Ibom, Nigeria",5482177
56604,NG,NGA,566,Anambra,Nigeria,6.2209,6.937,"Anambra, Nigeria",5527809
56605,NG,NGA,566,Bauchi,Nigeria,10.7761,9.9992,"Bauchi, Nigeria",6537314
56606,NG,NGA,566,Bayelsa,Nigeria,4.7719,6.0699,"Bayelsa, Nigeria",2277961
56607,NG,NGA,566,Benue,Nigeria,7.3369,8.7404,"Benue, Nigeria",5741815
56608,NG,NGA,566,Borno,Nigeria,11.8846,13.152,"Borno, Nigeria",5860183
56609,NG,NGA,566,Cross River,Nigeria,5.8702,8.5988,"Cross River, Nigeria",3866269
56610,NG,NGA,566,Delta,Nigeria,5.704,5.9339,"Delta, Nigeria",5663362
56611,NG,NGA,566,Ebonyi,Nigeria,6.2649,8.0137,"Ebonyi, Nigeria",2880383
56612,NG,NGA,566,Edo,Nigeria,6.6342,5.9304,"Edo, Nigeria",4235595
56613,NG,NGA,566,Ekiti,Nigeria,7.719,5.311,"Ekiti, Nigeria",3270798
56614,NG,NGA,566,Enugu,Nigeria,6.5364,7.4356,"Enugu, Nigeria",4411119
56615,NG,NGA,566,Federal Capital Territory,Nigeria,8.8941,7.186,"Federal Capital Territory, Nigeria",3564126
56616,NG,NGA,566,Gombe,Nigeria,10.3638,11.1928,"Gombe, Nigeria",3256962
56617,NG,NGA,566,Imo,Nigeria,5.572,7.0588,"Imo, Nigeria",5408756
56618,NG,NGA,566,Jigawa,Nigeria,12.228,9.5616,"Jigawa, Nigeria",5828163
56619,NG,NGA,566,Kaduna,Nigeria,10.3764,7.7095,"Kaduna, Nigeria",8252366
56620,NG,NGA,566,Kano,Nigeria,11.7471,8.5247,"Kano, Nigeria",13076892
56621,NG,NGA,566,Katsina,Nigeria,12.3797,7.6306,"Katsina, Nigeria",7831319
56622,NG,NGA,566,Kebbi,Nigeria,11.4942,4.2333,"Kebbi, Nigeria",4440050
56623,NG,NGA,566,Kogi,Nigeria,7.7337,6.6906,"Kogi, Nigeria",4473490
56624,NG,NGA,566,Kwara,Nigeria,8.9669,4.3874,"Kwara, Nigeria",3192893
56625,NG,NGA,566,Lagos,Nigeria,6.5236,3.6006,"Lagos, Nigeria",12550598
56626,NG,NGA,566,Nasarawa,Nigeria,8.4998,8.1997,"Nasarawa, Nigeria",2523395
56627,NG,NGA,566,Niger,Nigeria,9.9309,5.5983,"Niger, Nigeria",5556247
56628,NG,NGA,566,Ogun,Nigeria,6.998,3.4737,"Ogun, Nigeria",5217716
56629,NG,NGA,566,Ondo,Nigeria,6.9149,5.1478,"Ondo, Nigeria",4671695
56630,NG,NGA,566,Osun,Nigeria,7.5629,4.52,"Osun, Nigeria",4705589
56631,NG,NGA,566,Oyo,Nigeria,8.1574,3.6147,"Oyo, Nigeria",7840864
56632,NG,NGA,566,Plateau,Nigeria,9.2182,9.5179,"Plateau, Nigeria",4200442
56633,NG,NGA,566,Rivers,Nigeria,4.8396,6.9112,"Rivers, Nigeria",7303924
56634,NG,NGA,566,Sokoto,Nigeria,13.0533,5.3223,"Sokoto, Nigeria",4998090
56635,NG,NGA,566,Taraba,Nigeria,7.9994,10.774,"Taraba, Nigeria",3066834
56636,NG,NGA,566,Yobe,Nigeria,12.2939,11.439,"Yobe, Nigeria",3294137
56637,NG,NGA,566,Zamfara,Nigeria,12.1222,6.2236,"Zamfara, Nigeria",4515427
58601,PK,PAK,586,Azad Jammu and Kashmir,Pakistan,34.027401,73.947253,"Azad Jammu and Kashmir, Pakistan",4045366
58602,PK,PAK,586,Balochistan,Pakistan,28.328492,65.898403,"Balochistan, Pakistan",12344408
58603,PK,PAK,586,Gilgit-Baltistan,Pakistan,35.792146,74.982138,"Gilgit-Baltistan, Pakistan",1013584
58604,PK,PAK,586,Islamabad,Pakistan,33.665087,73.121219,"Islamabad, Pakistan",2006572
58605,PK,PAK,586,Khyber Pakhtunkhwa,Pakistan,34.485332,72.09169,"Khyber Pakhtunkhwa, Pakistan",30523371
58606,PK,PAK,586,Punjab,Pakistan,30.811346,72.139132,"Punjab, Pakistan",110012442
58607,PK,PAK,586,Sindh,Pakistan,26.009446,68.776807,"Sindh, Pakistan",47886051
60401,PE,PER,604,Amazonas,Peru,-5.077253,-78.050172,"Amazonas, Peru",426800
60402,PE,PER,604,Ancash,Peru,-9.407125,-77.671795,"Ancash, Peru",1180600
60403,PE,PER,604,Apurimac,Peru,-14.027713,-72.975378,"Apurimac, Peru",430700
60404,PE,PER,604,Arequipa,Peru,-15.843524,-72.475539,"Arequipa, Peru",1497400
60405,PE,PER,604,Ayacucho,Peru,-14.091648,-74.08344,"Ayacucho, Peru",668200
60406,PE,PER,604,Cajamarca,Peru,-6.430284,-78.745596,"Cajamarca, Peru",1453700
60407,PE,PER,604,Callao,Peru,-11.954609,-77.136042,"Callao, Peru",1129900
60408,PE,PER,604,Cusco,Peru,-13.191068,-72.153609,"Cusco, Peru",1357100
60409,PE,PER,604,Huancavelica,Peru,-13.023888,-75.00277,"Huancavelica, Peru",365300
60410,PE,PER,604,Huanuco,Peru,-9.421676,-76.040642,"Huanuco, Peru",760300
60411,PE,PER,604,Ica,Peru,-14.235097,-75.574821,"Ica, Peru",975200
60412,PE,PER,604,Junin,Peru,-11.541783,-74.876968,"Junin, Peru",1361500
60413,PE,PER,604,La Libertad,Peru,-7.92139,-78.370238,"La Libertad, Peru",2016800
60414,PE,PER,604,Lambayeque,Peru,-6.353049,-79.824113,"Lambayeque, Peru",1310800
60415,PE,PER,604,Lima,Peru,-11.766533,-76.604498,"Lima, Peru",10628500
60416,PE,PER,604,Loreto,Peru,-4.124847,-74.424115,"Loreto, Peru",1027600
60417,PE,PER,604,Madre de Dios,Peru,-11.972699,-70.53172,"Madre de Dios, Peru",173800
60418,PE,PER,604,Moquegua,Peru,-16.860271,-70.839046,"Moquegua, Peru",192700
60419,PE,PER,604,Pasco,Peru,-10.39655,-75.307635,"Pasco, Peru",271900
60420,PE,PER,604,Piura,Peru,-5.133361,-80.335861,"Piura, Peru",2048000
60421,PE,PER,604,Puno,Peru,-14.995827,-69.922726,"Puno, Peru",1238000
60422,PE,PER,604,San Martin,Peru,-7.039531,-76.729127,"San Martin, Peru",899600
60423,PE,PER,604,Tacna,Peru,-17.644161,-70.27756,"Tacna, Peru",371000
60424,PE,PER,604,Tumbes,Peru,-3.857496,-80.545255,"Tumbes, Peru",251500
60425,PE,PER,604,Ucayali,Peru,-9.621718,-73.444929,"Ucayali, Peru",589100
61601,PL,POL,616,Dolnoslaskie,Poland,51.134,16.8842,"Dolnoslaskie, Poland",2901225
61602,PL,POL,616,Kujawsko-pomorskie,Poland,53.1648,18.4834,"Kujawsko-pomorskie, Poland",2077775
61603,PL,POL,616,Lubelskie,Poland,51.2494,23.1011,"Lubelskie, Poland",2117619
61604,PL,POL,616,Lubuskie,Poland,52.2275,15.2559,"Lubuskie, Poland",1014548
61605,PL,POL,616,Lodzkie,Poland,51.4635,19.1727,"Lodzkie, Poland",2466322
61606,PL,POL,616,Malopolskie,Poland,49.7225,20.2503,"Malopolskie, Poland",3400577
61607,PL,POL,616,Mazowieckie,Poland,51.8927,21.0022,"Mazowieckie, Poland",5403412
61608,PL,POL,616,Opolskie,Poland,50.8004,17.938,"Opolskie, Poland",986506
61609,PL,POL,616,Podkarpackie,Poland,50.0575,22.0896,"Podkarpackie, Poland",2129015
61610,PL,POL,616,Podlaskie,Poland,53.0697,22.9675,"Podlaskie, Poland",1181533
61611,PL,POL,616,Pomorskie,Poland,54.2944,18.1531,"Pomorskie, Poland",2333523
61612,PL,POL,616,Slaskie,Poland,50.5717,19.322,"Slaskie, Poland",4533565
61613,PL,POL,616,Swietokrzyskie,Poland,50.6261,20.9406,"Swietokrzyskie, Poland",1241546
61614,PL,POL,616,Warminsko-mazurskie,Poland,53.8671,20.7028,"Warminsko-mazurskie, Poland",1428983
61615,PL,POL,616,Wielkopolskie,Poland,52.28,17.3523,"Wielkopolskie, Poland",3493969
61616,PL,POL,616,Zachodniopomorskie,Poland,53.4658,15.1823,"Zachodniopomorskie, Poland",1701030
64201,RO,ROU,642,Alba,Romania,46.1559,23.5556,"Alba, Romania",74000
64202,RO,ROU,642,Arad,Romania,46.176,21.319,"Arad, Romania",409072
64203,RO,ROU,642,Arges,Romania,45.0723,24.8143,"Arges, Romania",612431
64204,RO,ROU,642,Bacau,Romania,46.5833,26.9167,"Bacau, Romania",616168
64205,RO,ROU,642,Bihor,Romania,47.0158,22.1723,"Bihor, Romania",575398
64206,RO,ROU,642,Bistrita-Nasaud,Romania,47.2486,24.5323,"Bistrita-Nasaud, Romania",277861
64207,RO,ROU,642,Botosani,Romania,47.745,26.6621,"Botosani, Romania",412626
64208,RO,ROU,642,Braila,Romania,45.271,27.9743,"Braila, Romania",304925
64209,RO,ROU,642,Brasov,Romania,45.6667,25.6167,"Brasov, Romania",549217
64210,RO,ROU,642,Bucuresti,Romania,44.4268,26.1025,"Bucuresti, Romania",1883425
64211,RO,ROU,642,Buzau,Romania,45.1667,26.8167,"Buzau, Romania",432054
64212,RO,ROU,642,Calarasi,Romania,44.2085,27.3137,"Calarasi, Romania",285050
64213,RO,ROU,642,Caras-Severin,Romania,45.114,22.0741,"Caras-Severin, Romania",274277
64214,RO,ROU,642,Cluj,Romania,46.7667,23.5833,"Cluj, Romania",691106
64215,RO,ROU,642,Constanta,Romania,44.1773,28.6529,"Constanta, Romania",684082
64216,RO,ROU,642,Covasna,Romania,45.8446,26.1687,"Covasna, Romania",210177
64217,RO,ROU,642,Dambovita,Romania,44.929,25.4254,"Dambovita, Romania",518745
64218,RO,ROU,642,Dolj,Romania,44.1623,23.6325,"Dolj, Romania",660544
64219,RO,ROU,642,Galati,Romania,45.4382,28.0563,"Galati, Romania",536167
64220,RO,ROU,642,Giurgiu,Romania,43.9008,25.9739,"Giurgiu, Romania",265494
64221,RO,ROU,642,Gorj,Romania,44.9486,23.2427,"Gorj, Romania",334238
64222,RO,ROU,642,Harghita,Romania,46.4929,25.6457,"Harghita, Romania",304969
64223,RO,ROU,642,Hunedoara,Romania,45.7697,22.9203,"Hunedoara, Romania",396253
64224,RO,ROU,642,Ialomita,Romania,44.6031,27.379,"Ialomita, Romania",258669
64225,RO,ROU,642,Iasi,Romania,47.1598,27.5872,"Iasi, Romania",772348
64226,RO,ROU,642,Ilfov,Romania,44.5355,26.2325,"Ilfov, Romania",388738
64227,RO,ROU,642,Maramures,Romania,47.6738,23.7456,"Maramures, Romania",516562
64228,RO,ROU,642,Mehedinti,Romania,44.5515,22.9044,"Mehedinti, Romania",254570
64229,RO,ROU,642,Mures,Romania,46.557,24.6723,"Mures, Romania",550846
64230,RO,ROU,642,Neamt,Romania,46.9759,26.3819,"Neamt, Romania",470766
64231,RO,ROU,642,Olt,Romania,44.2008,24.5023,"Olt, Romania",415530
64232,RO,ROU,642,Prahova,Romania,45.0892,26.0829,"Prahova, Romania",762886
64233,RO,ROU,642,Salaj,Romania,47.2091,23.2122,"Salaj, Romania",224384
64234,RO,ROU,642,Satu Mare,Romania,47.79,22.89,"Satu Mare, Romania",329079
64235,RO,ROU,642,Sibiu,Romania,45.7969,24.15,"Sibiu, Romania",375992
64236,RO,ROU,642,Suceava,Romania,47.6514,26.2556,"Suceava, Romania",634810
64237,RO,ROU,642,Teleorman,Romania,44.016,25.2987,"Teleorman, Romania",360178
64238,RO,ROU,642,Timis,Romania,45.8139,21.3331,"Timis, Romania",683540
64239,RO,ROU,642,Tulcea,Romania,45.1767,28.8052,"Tulcea, Romania",201462
64240,RO,ROU,642,Valcea,Romania,45.0798,24.0835,"Valcea, Romania",355320
64241,RO,ROU,642,Vaslui,Romania,46.6381,27.7288,"Vaslui, Romania",395500
64242,RO,ROU,642,Vrancea,Romania,45.8135,27.0658,"Vrancea, Romania",340310
64301,RU,RUS,643,Adygea Republic,Russia,44.6939006,40.1520421,"Adygea Republic, Russia",453376
64302,RU,RUS,643,Altai Krai,Russia,52.6932243,82.6931424,"Altai Krai, Russia",2350080
64303,RU,RUS,643,Altai Republic,Russia,50.7114101,86.8572186,"Altai Republic, Russia",218063
64304,RU,RUS,643,Amur Oblast,Russia,52.8032368,128.437295,"Amur Oblast, Russia",798424
64305,RU,RUS,643,Arkhangelsk Oblast,Russia,63.5589686,43.1221646,"Arkhangelsk Oblast, Russia",1155028
64306,RU,RUS,643,Astrakhan Oblast,Russia,47.1878186,47.608851,"Astrakhan Oblast, Russia",1017514
64307,RU,RUS,643,Bashkortostan Republic,Russia,54.8573563,57.1439682,"Bashkortostan Republic, Russia",4063293
64308,RU,RUS,643,Belgorod Oblast,Russia,50.7080119,37.5837615,"Belgorod Oblast, Russia",1549876
64309,RU,RUS,643,Bryansk Oblast,Russia,52.8873315,33.415853,"Bryansk Oblast, Russia",1210982
64310,RU,RUS,643,Buryatia Republic,Russia,52.7182426,109.492143,"Buryatia Republic, Russia",984511
64311,RU,RUS,643,Chechen Republic,Russia,43.3976147,45.6985005,"Chechen Republic, Russia",1436981
64312,RU,RUS,643,Chelyabinsk Oblast,Russia,54.4223954,61.1865846,"Chelyabinsk Oblast, Russia",3493036
64313,RU,RUS,643,Chukotka Autonomous Okrug,Russia,66.0006475,169.4900869,"Chukotka Autonomous Okrug, Russia",49348
64314,RU,RUS,643,Chuvashia Republic,Russia,55.4259922,47.0849429,"Chuvashia Republic, Russia",1231117
64315,RU,RUS,643,Dagestan Republic,Russia,43.0574916,47.1332224,"Dagestan Republic, Russia",3063885
64316,RU,RUS,643,Ingushetia Republic,Russia,43.11542075,45.01713552,"Ingushetia Republic, Russia",488043
64317,RU,RUS,643,Irkutsk Oblast,Russia,56.6370122,104.719221,"Irkutsk Oblast, Russia",2404195
64318,RU,RUS,643,Ivanovo Oblast,Russia,56.9167446,41.4352137,"Ivanovo Oblast, Russia",1014646
64319,RU,RUS,643,Jewish Autonomous Okrug,Russia,48.57527615,132.6630746,"Jewish Autonomous Okrug, Russia",162014
64320,RU,RUS,643,Kabardino-Balkarian Republic,Russia,43.4806048,43.5978976,"Kabardino-Balkarian Republic, Russia",865828
64321,RU,RUS,643,Kaliningrad Oblast,Russia,54.7293041,21.1489473,"Kaliningrad Oblast, Russia",994599
64322,RU,RUS,643,Kalmykia Republic,Russia,46.2313018,45.3275745,"Kalmykia Republic, Russia",275413
64323,RU,RUS,643,Kaluga Oblast,Russia,54.4382773,35.5272854,"Kaluga Oblast, Russia",1012056
64324,RU,RUS,643,Kamchatka Krai,Russia,57.1914882,160.0383819,"Kamchatka Krai, Russia",315557
64325,RU,RUS,643,Karachay-Cherkess Republic,Russia,43.7368326,41.7267991,"Karachay-Cherkess Republic, Russia",466305
64326,RU,RUS,643,Karelia Republic,Russia,62.6194031,33.4920267,"Karelia Republic, Russia",622484
64327,RU,RUS,643,Kemerovo Oblast,Russia,54.5335781,87.342861,"Kemerovo Oblast, Russia",2694877
64328,RU,RUS,643,Khabarovsk Krai,Russia,51.6312684,136.121524,"Khabarovsk Krai, Russia",1328302
64329,RU,RUS,643,Khakassia Republic,Russia,53.72258845,91.44293627,"Khakassia Republic, Russia",537513
64330,RU,RUS,643,Khanty-Mansi Autonomous Okrug,Russia,61.0259025,69.0982628,"Khanty-Mansi Autonomous Okrug, Russia",1532243
64331,RU,RUS,643,Kirov Oblast,Russia,57.9665589,49.4074599,"Kirov Oblast, Russia",1283238
64332,RU,RUS,643,Komi Republic,Russia,63.9881421,54.3326073,"Komi Republic, Russia",840873
64333,RU,RUS,643,Kostroma Oblast,Russia,58.424756,44.2533273,"Kostroma Oblast, Russia",643324
64334,RU,RUS,643,Krasnodar Krai,Russia,45.7684014,39.0261044,"Krasnodar Krai, Russia",5603420
64335,RU,RUS,643,Krasnoyarsk Krai,Russia,63.3233807,97.0979974,"Krasnoyarsk Krai, Russia",2876497
64336,RU,RUS,643,Kurgan Oblast,Russia,55.7655302,64.5632681,"Kurgan Oblast, Russia",845537
64337,RU,RUS,643,Kursk Oblast,Russia,51.6568453,36.4852695,"Kursk Oblast, Russia",1115237
64338,RU,RUS,643,Leningrad Oblast,Russia,60.1853296,32.3925325,"Leningrad Oblast, Russia",1813816
64339,RU,RUS,643,Lipetsk Oblast,Russia,52.6935178,39.1122664,"Lipetsk Oblast, Russia",1150201
64340,RU,RUS,643,Magadan Oblast,Russia,62.48858785,153.9903764,"Magadan Oblast, Russia",144091
64341,RU,RUS,643,Mari El Republic,Russia,56.5767504,47.8817512,"Mari El Republic, Russia",682333
64342,RU,RUS,643,Mordovia Republic,Russia,54.4419829,44.4661144,"Mordovia Republic, Russia",805056
64343,RU,RUS,643,Moscow,Russia,55.7504461,37.6174943,"Moscow, Russia",12506468
64344,RU,RUS,643,Moscow Oblast,Russia,55.5043158,38.0353929,"Moscow Oblast, Russia",7503385
64345,RU,RUS,643,Murmansk Oblast,Russia,68.0000418,33.9999151,"Murmansk Oblast, Russia",753557
64346,RU,RUS,643,Nenets Autonomous Okrug,Russia,68.27557185,57.1686375,"Nenets Autonomous Okrug, Russia",43997
64347,RU,RUS,643,Nizhny Novgorod Oblast,Russia,55.4718033,44.0911594,"Nizhny Novgorod Oblast, Russia",3234752
64348,RU,RUS,643,North Ossetia - Alania Republic,Russia,42.7933611,44.6324493,"North Ossetia - Alania Republic, Russia",701765
64349,RU,RUS,643,Novgorod Oblast,Russia,58.2843833,32.5169757,"Novgorod Oblast, Russia",606476
64350,RU,RUS,643,Novosibirsk Oblast,Russia,54.9720169,79.4813924,"Novosibirsk Oblast, Russia",2788849
64351,RU,RUS,643,Omsk Oblast,Russia,56.0935263,73.5099936,"Omsk Oblast, Russia",1960081
64352,RU,RUS,643,Orel Oblast,Russia,52.9685433,36.0692477,"Orel Oblast, Russia",747247
64353,RU,RUS,643,Orenburg Oblast,Russia,52.0269262,54.7276647,"Orenburg Oblast, Russia",1977720
64354,RU,RUS,643,Penza Oblast,Russia,53.1655415,44.7879181,"Penza Oblast, Russia",1331655
64355,RU,RUS,643,Perm Krai,Russia,58.5951603,56.3159546,"Perm Krai, Russia",2623122
64356,RU,RUS,643,Primorsky Krai,Russia,45.0819456,134.726645,"Primorsky Krai, Russia",1913037
64357,RU,RUS,643,Pskov Oblast,Russia,57.5358729,28.8586826,"Pskov Oblast, Russia",636546
64358,RU,RUS,643,Rostov Oblast,Russia,47.6222451,40.7957942,"Rostov Oblast, Russia",4220452
64359,RU,RUS,643,Ryazan Oblast,Russia,54.4226732,40.5705246,"Ryazan Oblast, Russia",1121474
64360,RU,RUS,643,Saint Petersburg,Russia,59.9606739,30.1586551,"Saint Petersburg, Russia",5351935
64361,RU,RUS,643,Sakha (Yakutiya) Republic,Russia,66.941626,129.642371,"Sakha (Yakutiya) Republic, Russia",964330
64362,RU,RUS,643,Sakhalin Oblast,Russia,49.7219665,143.448533,"Sakhalin Oblast, Russia",490181
64363,RU,RUS,643,Samara Oblast,Russia,53.2128813,50.8914633,"Samara Oblast, Russia",3193514
64364,RU,RUS,643,Saratov Oblast,Russia,51.6520555,46.8631952,"Saratov Oblast, Russia",2462950
64365,RU,RUS,643,Smolensk Oblast,Russia,55.0343496,33.0192065,"Smolensk Oblast, Russia",949348
64366,RU,RUS,643,Stavropol Krai,Russia,44.8632577,43.4406913,"Stavropol Krai, Russia",2800674
64367,RU,RUS,643,Sverdlovsk Oblast,Russia,58.6414755,61.8021546,"Sverdlovsk Oblast, Russia",4325256
64368,RU,RUS,643,Tambov Oblast,Russia,52.9019574,41.3578918,"Tambov Oblast, Russia",1033552
64369,RU,RUS,643,Tatarstan Republic,Russia,55.7648572,52.43104273,"Tatarstan Republic, Russia",3894284
64370,RU,RUS,643,Tomsk Oblast,Russia,58.6124279,82.0475315,"Tomsk Oblast, Russia",1078280
64371,RU,RUS,643,Tula Oblast,Russia,53.9570701,37.3690909,"Tula Oblast, Russia",1491855
64372,RU,RUS,643,Tver Oblast,Russia,57.1134475,35.1744428,"Tver Oblast, Russia",1283873
64373,RU,RUS,643,Tyumen Oblast,Russia,58.8206488,70.3658837,"Tyumen Oblast, Russia",3692400
64374,RU,RUS,643,Tyva Republic,Russia,51.4017149,93.8582593,"Tyva Republic, Russia",321722
64375,RU,RUS,643,Udmurt Republic,Russia,57.1961165,52.6959832,"Udmurt Republic, Russia",1513044
64376,RU,RUS,643,Ulyanovsk Oblast,Russia,54.1463177,47.2324921,"Ulyanovsk Oblast, Russia",1246618
64377,RU,RUS,643,Vladimir Oblast,Russia,56.0503336,40.6561633,"Vladimir Oblast, Russia",1378337
64378,RU,RUS,643,Volgograd Oblast,Russia,49.6048339,44.2903582,"Volgograd Oblast, Russia",2521276
64379,RU,RUS,643,Vologda Oblast,Russia,60.0391461,43.1215213,"Vologda Oblast, Russia",1176689
64380,RU,RUS,643,Voronezh Oblast,Russia,50.9800393,40.1506507,"Voronezh Oblast, Russia",2333768
64381,RU,RUS,643,Yamalo-Nenets Autonomous Okrug,Russia,67.1471631,74.3415488,"Yamalo-Nenets Autonomous Okrug, Russia",538547
64382,RU,RUS,643,Yaroslavl Oblast,Russia,57.7781976,39.0021095,"Yaroslavl Oblast, Russia",1265684
64383,RU,RUS,643,Zabaykalsky Krai,Russia,52.248521,115.956325,"Zabaykalsky Krai, Russia",1072806
70301,SK,SVK,703,Banska Bystrica,Slovakia,48.7363,19.1462,"Banska Bystrica, Slovakia",657119
70302,SK,SVK,703,Bratislava,Slovakia,48.1486,17.107,"Bratislava, Slovakia",603699
70303,SK,SVK,703,Kosice,Slovakia,48.7164,21.2611,"Kosice, Slovakia",771947
70304,SK,SVK,703,Nitra,Slovakia,48.3061,18.0764,"Nitra, Slovakia",708498
70305,SK,SVK,703,Presov,Slovakia,49.0018,21.2393,"Presov, Slovakia",798596
70306,SK,SVK,703,Trencin,Slovakia,48.8849,18.0335,"Trencin, Slovakia",600386
70307,SK,SVK,703,Trnava,Slovakia,48.3709,17.5833,"Trnava, Slovakia",554172
70308,SK,SVK,703,Zilina,Slovakia,49.2194,18.7408,"Zilina, Slovakia",694763
72401,ES,ESP,724,Andalusia,Spain,37.5443,-4.7278,"Andalusia, Spain",8427405
72402,ES,ESP,724,Aragon,Spain,41.5976,-0.9057,"Aragon, Spain",1320586
72403,ES,ESP,724,Asturias,Spain,43.3614,-5.8593,"Asturias, Spain",1022205
72404,ES,ESP,724,Baleares,Spain,39.710358,2.995148,"Baleares, Spain",1188220
72405,ES,ESP,724,Canarias,Spain,28.2916,-16.6291,"Canarias, Spain",2206901
72406,ES,ESP,724,Cantabria,Spain,43.1828,-3.9878,"Cantabria, Spain",581641
72407,ES,ESP,724,Castilla - La Mancha,Spain,39.2796,-3.0977,"Castilla - La Mancha, Spain",2034877
72408,ES,ESP,724,Castilla y Leon,Spain,41.8357,-4.3976,"Castilla y Leon, Spain",2407733
72409,ES,ESP,724,Catalonia,Spain,41.5912,1.5209,"Catalonia, Spain",7566431
72410,ES,ESP,724,Ceuta,Spain,35.8894,-5.3213,"Ceuta, Spain",84829
72411,ES,ESP,724,C. Valenciana,Spain,39.484,-0.7533,"C. Valenciana, Spain",4974969
72412,ES,ESP,724,Extremadura,Spain,39.4937,-6.0679,"Extremadura, Spain",1065424
72413,ES,ESP,724,Galicia,Spain,42.5751,-8.1339,"Galicia, Spain",2700441
